code|description
18235200|cárdigans
18235300|chándales
18235400|chalecos
18300000|prendas de vestir
18310000|ropa interior
18311000|combinaciones
18312000|calzoncillos
18313000|bragas
18314000|albornoces
18315000|medias
18316000|leotardos
18317000|calcetines
18318000|ropa de dormir
18318100|camisas de dormir
18318200|batas
18318300|pijamas
18318400|camisetas de punto
18318500|camisones
18320000|sostenes, corsés, ligas y prendas similares
18321000|sostenes
18322000|corsés
18323000|ligas
18330000|camisetas y camisas
18331000|camisetas
18332000|camisas
18333000|polos
18400000|prendas de vestir y accesorios especiales
18410000|prendas de vestir especiales
18411000|prendas para bebés
18412000|ropa deportiva
18412100|prendas para el entrenamiento deportivo
18412200|camisas de deporte
18412300|trajes de esquí
18412800|trajes y pantalones de baño
18420000|complementos de vestir
18421000|pañuelos
18422000|bufandas
18423000|corbatas
18424000|guantes
18424300|guantes desechables
18424400|manoplas
18424500|guanteletes
18425000|cinturones
18425100|bandoleras
18440000|sombreros y tocados
18441000|sombreros
18443000|artículos y complementos de sombrerería
18443100|bandas antisudor
18443300|artículos de sombrerería
18443310|boinas
18443320|gorras de campo
18443330|capuchas
18443340|gorras
18443400|barboquejos para sombrerería
18443500|viseras
18444000|tocados de protección
18444100|tocados de seguridad
18444110|cascos
18444111|cascos de protección
18444112|cascos de ciclista
18444200|cascos de seguridad
18450000|cierres para prendas de vestir
18451000|botones
18451100|partes de botones
18452000|imperdibles
18453000|cremalleras
18500000|joyas, relojes y artículos conexos
18510000|joyas y artículos conexos
18511000|piedras preciosas para joyería
18511100|diamantes
18511200|rubíes
18511300|esmeraldas
18511400|ópalos
18511500|cuarzos
18511600|turmalinas
18512000|monedas y medallas
18512100|monedas
18512200|medallas
18513000|artículos de joyería
18513100|perlas
18513200|artículos de orfebrería de oro
18513300|artículos de metales preciosos
18513400|artículos de piedras preciosas o semipreciosas
18513500|artículos de orfebrería de plata
18520000|relojería para uso personal
18521000|relojes de pulsera o de bolsillo
18521100|cristal para relojes de pulsera
18522000|relojes de pulsera
18523000|cronómetros
18530000|regalos y premios
18600000|pieles y artículos de piel
18610000|artículos de piel
18611000|pieles finas
18612000|prendas de vestir de piel
18613000|artículos de piel artificial
18620000|pieles
18800000|calzado
18810000|calzado distinto del calzado deportivo y de protección
18811000|calzado impermeable
18812000|calzado con partes de caucho o de plástico
18812100|sandalias con pala de caucho o de plástico
18812200|botas de caucho
18812300|calzado de vestir con pala de caucho o de plástico
18812400|chancletas
18813000|calzado con pala de cuero
18813100|sandalias
18813200|pantuflas
18813300|calzado de vestir
18814000|calzado con pala de materiales textiles
18815000|botas
18815100|botines
18815200|botas de media caña
18815300|botas altas
18815400|botas de agua de caña alta
18816000|chanclos
18820000|calzado deportivo
18821000|calzado de esquí
18821100|calzado de esquí de fondo
18822000|zapatillas de entrenamiento
18823000|botas de media montaña, de serraje
18824000|botas de fútbol
18830000|calzado de protección
18831000|calzado con puntera metálica de protección
18832000|calzado especial
18832100|calzado de vuelo
18840000|partes de calzado
18841000|palas de calzado
18842000|suelas
18843000|tacones
18900000|artículos de viaje, talabartería, sacos y bolsas
18910000|artículos de talabartería
18911000|sillas de montar
18912000|fustas
18913000|látigos
18920000|artículos de viaje
18921000|maletas
18923000|bolsas y billeteros
18923100|bolsas pequeñas
18923200|billeteros
18924000|baúles
18925000|portacantimploras y fundas
18925100|portacantimploras
18925200|fundas
18929000|neceseres
18930000|sacos y talegas
18931000|sacos de viaje
18931100|mochilas
18932000|bolsas de deporte
18933000|sacas y bolsas para correo
18933100|valijas
18934000|macutos
18935000|bolsas para ropa sucia
18936000|bolsas textiles
18937000|sacos para embalaje
18937100|bolsas para embalaje
18938000|sobres acolchados
18939000|bolsos de mano
19000000|piel y textiles, materiales de plástico y caucho
19100000|cuero
19110000|cuero agamuzado
19120000|cuero de bovinos o equinos
19130000|cuero de oveja, cabra o cerdo
19131000|piel de oveja o cordero
19132000|piel de cabra o cabritilla
19133000|cuero de cerdo
19140000|piel de otros animales, cuero reconstituido y otros cueros
19141000|cuero de otros animales
19142000|cuero artificial o regenerado
19143000|cuero de imitación
19144000|charol
19160000|correas de reloj
19170000|artículos de cuero usados en maquinaria o aparatos mecánicos
19200000|telas y artículos conexos
19210000|tejidos
19211000|tejidos sintéticos
19211100|tejidos de mezcla
19212000|tejidos de algodón
19212100|cutí
19212200|tejidos de mezclilla ("denim")
19212300|lona
19212310|artículos de lona
19212400|popelina
19212500|cinchas
19212510|cinchas y correas
19220000|tejidos de lana
19230000|tejidos de lino
19231000|ropa blanca
19240000|tejidos especiales
19241000|terciopelo y felpa
19242000|tejido de toalla con bucles
19243000|tejidos para tapicería
19244000|tejidos para cortinas
19245000|tejidos de revestimiento
19250000|tejidos de punto o de ganchillo
19251000|tejidos de punto
19251100|tejidos de terciopelo y felpa
19252000|tejidos de ganchillo
19260000|tela
19270000|materias textiles no tejidas
19280000|lana, cueros y pieles
19281000|lana
19282000|pieles de animal
19283000|pieles y plumas de aves
19400000|hilados e hilos textiles
19410000|fibras textiles naturales
19420000|fibras textiles artificiales
19430000|hilados e hilos textiles de fibras naturales
19431000|hilados de seda
19432000|hilados de lana
19433000|hilados de algodón
19434000|hilados de lino
19435000|hilos e hilados de coser de fibras naturales
19435100|hilo de coser
19435200|hilados para tejer
19436000|hilados de fibras textiles vegetales
19440000|hilados o hilos sintéticos
19441000|hilados sintéticos
19442000|hilos sintéticos
19442100|hilos sintéticos de coser
19442200|hilados sintéticos para tejer
19500000|caucho y plásticos
19510000|productos de caucho
19511000|cámaras de aire, bandas de rodadura y fajas de protección de la cámara de aire, de caucho
19511100|fajas de protección de la cámara de aire del neumático
19511200|cámaras de aire
19511300|bandas de rodadura de neumáticos
19512000|artículos de caucho sin vulcanizar
19513000|tejidos cauchutados
19513100|tejidos para cuerdas de neumáticos
19513200|cinta adhesiva de tejidos cauchutados
19514000|caucho regenerado
19520000|productos de plástico
19521000|productos de poliestireno
19521100|hojas de poliestireno
19521200|losas de poliestireno
19522000|resinas
19522100|resina epoxi
19522110|tubos de resina epoxi
19600000|residuos de cuero, textiles, de caucho y de plástico
19610000|residuos de cuero
19620000|residuos textiles
19630000|residuos de caucho
19640000|sacos y bolsas de polietileno para residuos
19700000|caucho y fibras sintéticos
19710000|caucho sintético
19720000|fibras sintéticas
19721000|borra de filamentos sintéticos
19722000|hilado de alta tenacidad
19723000|hilado texturado sencillo
19724000|monofilamento sintético
19730000|fibras artificiales
19731000|fibras artificiales discontinuas
19732000|polipropileno
19733000|hilado texturado artificial
22000000|impresos y productos relacionados
22100000|libros impresos, folletos y prospectos
22110000|libros impresos
22111000|libros escolares
22112000|libros de texto
22113000|libros para biblioteca
22114000|diccionarios, mapas, libros de música y otros libros
22114100|diccionarios
22114200|atlas
22114300|mapas
22114310|mapas catastrales
22114311|cianotipos
22114400|música impresa
22114500|enciclopedias
22120000|publicaciones
22121000|publicaciones técnicas
22130000|guías
22140000|prospectos
22150000|folletos
22160000|opúsculos
22200000|periódicos, revistas especializadas, publicaciones periódicas y revistas
22210000|periódicos
22211000|revistas especializadas
22211100|boletines oficiales
22212000|publicaciones periódicas
22212100|publicaciones por entregas
22213000|revistas
22300000|tarjetas postales, tarjetas de felicitación y otro material impreso
22310000|tarjetas postales
22312000|ilustraciones
22313000|calcomanías
22314000|diseños
22315000|fotografías
22320000|tarjetas de felicitación
22321000|tarjetas de navidad
22400000|sellos, talonarios de cheques, billetes de banco, certificados de acciones, material de publicidad comercial, catálogos y manuales
22410000|sellos
22411000|sellos de navidad
22412000|sellos nuevos
22413000|sellos de ahorro
22414000|cuadernillos de sellos de correos
22420000|papel timbrado
22430000|billetes de banco
22440000|talonarios de cheques
22450000|impresos infalsificables
22451000|pasaportes
22452000|giros postales
22453000|pegatinas del impuesto de circulación
22454000|permisos de conducir
22455000|carnés de identidad
22455100|pulseras de identificación
22456000|permisos
22457000|tarjetas de entrada
22458000|impresos por encargo
22459000|billetes
22459100|tiras y adhesivos publicitarios
22460000|material de publicidad comercial, catálogos comerciales y manuales
22461000|catálogos
22461100|portalistas, portamenús y soportes análogos
22462000|material de publicidad
22470000|manuales
22471000|manuales informáticos
22472000|manuales de instrucciones
22473000|manuales técnicos
22500000|clisés o cilindros de imprenta u otros medios de impresión
22510000|planchas offset
22520000|equipo de grabado en seco
22521000|equipo de estampado en relieve
22600000|tinta
22610000|tinta de imprenta
22611000|tinta para huecograbado
22612000|tinta china
22800000|libros registro, libros de contabilidad, clasificadores, impresos y otros artículos de papelería, de papel o cartón
22810000|libros registro de papel o cartón
22813000|libros de contabilidad
22814000|talonarios de recibos
22815000|talonarios de notas
22816000|blocs
22816100|blocs de notas
22816200|cuadernos de taquigrafía
22816300|blocs de hojas adhesivas
22817000|agendas u organizadores personales
22819000|libros de direcciones
22820000|formularios
22821000|formularios electorales
22822000|formularios comerciales
22822100|formularios comerciales de papel continuo
22822200|formularios comerciales en hojas sueltas
22830000|cuadernos de ejercicios
22831000|recambios para cuadernos escolares
22832000|hojas para ejercicios
22840000|álbumes para muestras
22841000|álbumes para colecciones
22841100|libros de sellos
22841200|clasificadores para filatelia
22850000|clasificadores y accesorios para clasificadores
22851000|clasificadores
22852000|carpetas
22852100|cubiertas para documentos
22853000|archivadores, bandejas portadocumentos y otros soportes análogos
22900000|impresos varios
22990000|papel de periódico, papeles fabricados a mano y otros papeles y cartones sin recubrir, para usos gráficos
22991000|papel prensa
22992000|papel o cartón hecho a mano
22993000|papel y cartón fotosensibles, termosensibles o termográficos
22993100|papel o cartón fotosensible
22993200|papel o cartón termosensible
22993300|papel o cartón termográfico
22993400|papel o cartón ondulado
24000000|productos químicos
24100000|gases
24110000|gases industriales
24111000|hidrógeno, argón, gases nobles, nitrógeno y oxígeno
24111100|argón
24111200|gases nobles
24111300|helio
24111400|neón
24111500|gases medicinales
24111600|hidrógeno
24111700|nitrógeno
24111800|nitrógeno líquido
24111900|oxígeno
24112000|compuestos oxigenados inorgánicos
24112100|dióxido de carbono
24112200|óxidos de nitrógeno
24112300|compuestos oxigenados inorgánicos gaseosos
24113000|aire líquido y aire comprimido
24113100|aire líquido
24113200|aire comprimido
24200000|tintes y pigmentos
24210000|óxidos, peróxidos e hidróxidos
24211000|óxido y peróxido de zinc; óxido de titanio, tintes y pigmentos
24211100|óxido de zinc
24211200|peróxido de zinc
24211300|óxido de titanio
24212000|óxidos e hidróxidos de cromo, de manganeso, de magnesio, de plomo y de cobre
24212100|óxido de cromo
24212200|óxido de manganeso
24212300|óxido de plomo
24212400|óxido de cobre
24212500|óxido de magnesio
